,0.72,0.76,0.78,0.8,0.81,0.82,0.83,0.84
0.2,9.134615385,9.057692308,8.980769231,8.923076923,8.778846154,8.538461538,8.153846154,7.692307692
0.22,9.903846154,9.807692308,9.701923077,9.673076923,9.413461538,9.173076923,8.75,8.230769231
0.24,10.58653846,10.51923077,10.42307692,10.35576923,10.04807692,9.788461538,9.326923077,8.769230769
0.26,11.23076923,11.15384615,11.05769231,11.01923077,10.70192308,10.42307692,9.932692308,9.278846154
0.28,11.81730769,11.74038462,11.63461538,11.57692308,11.34615385,10.99038462,10.50961538,9.759615385
0.3,12.39423077,12.30769231,12.23076923,12.16346154,11.95192308,11.54807692,11.06730769,10.22115385
0.32,12.91346154,12.82692308,12.75,12.66346154,12.46153846,12.00961538,11.47115385,10.65384615
0.34,13.44230769,13.34615385,13.26923077,13.18269231,12.93269231,12.46153846,11.84615385,11.05769231
0.36,13.94230769,13.84615385,13.76923077,13.69230769,13.38461538,12.875,12.18269231,11.40384615
0.38,14.36538462,14.30769231,14.21153846,14.125,13.79807692,13.26923077,12.53846154,11.67307692
0.4,14.77884615,14.72115385,14.63461538,14.54807692,14.19230769,13.64423077,12.86538462,11.90384615
0.42,15.14423077,15.06730769,14.99038462,14.90384615,14.47115385,13.89423077,13.15384615,12.09615385
0.44,15.46153846,15.41346154,15.33653846,15.23076923,14.73076923,14.08653846,13.375,12.24038462
0.46,15.75961538,15.73076923,15.63461538,15.50961538,14.93269231,14.25961538,13.52884615,12.35576923
0.48,15.99038462,15.97115385,15.88461538,15.71153846,15.07692308,14.40384615,13.58653846,12.40384615
0.5,16.22115385,16.21153846,16.10576923,15.875,15.19230769,14.49038462,13.56730769,12.375
0.52,16.42307692,16.40384615,16.27884615,15.95192308,15.27884615,14.49038462,13.50961538,12.28846154
0.54,16.61538462,16.59615385,16.44230769,15.97115385,15.28846154,14.42307692,13.35576923,12.125
0.56,16.76923077,16.73076923,16.57692308,15.97115385,15.21153846,14.29807692,13.18269231,11.89423077
0.58,16.89423077,16.83653846,16.63461538,15.92307692,15.03846154,14.125,12.97115385,11.61538462
0.6,17,16.94230769,16.63461538,15.78846154,14.83653846,13.88461538,12.67307692,11.28846154
0.62,17.10576923,17.05769231,16.58653846,15.58653846,14.60576923,13.57692308,12.27884615,
0.64,17.19230769,17.125,16.44230769,15.30769231,14.31730769,13.125,11.78846154,
0.66,17.26923077,17.06730769,16.24038462,14.95192308,13.78846154,12.54807692,,
0.68,17.28846154,16.875,15.92307692,14.46153846,13.07692308,11.81730769,,
0.7,17.29807692,16.57692308,15.375,13.65384615,12.24038462,,,
0.72,17.28846154,16.20192308,14.53846154,,,,,
0.74,17.18269231,15.54807692,13.52884615,,,,,
0.76,16.78846154,14.43269231,,,,,,
0.78,16.19230769,,,,,,,
0.79,15.82692308,,,,,,,
